mef_v3_id,termino_canonico,tipo,severidad,detalle,bloqueante,accion
MEF-V3-DIC-0051,API pública accidental,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0052,ARQ-004,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0053,ARQ-010,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0054,ARQ-011,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0055,ARQ-012,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0056,ARQ-013,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0058,Artefactos Generables,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0059,Cada paquete,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0060,Categorías de Modules,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0061,CFG-001,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0062,CFG-002,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0063,CFG-003,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0064,CFG-004,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0065,CFG-005,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0066,CFG-006,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0070,Comunicación entre Modules,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0071,Configuration,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0072,Constructor Injection,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0073,Contaminación del Core,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0074,Contenido Mínimo,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0075,Contracts,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0076,Criterios de Evaluación,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0077,CT-001,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0078,CT-002,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0079,CT-003,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0080,CT-004,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0081,CT-005,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0082,CT-006,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0083,CT-007,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0085,cómo resolverlo,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0086,Datos y persistencia,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0087,Definición de Module,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0088,Dependencias circulares,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0089,Dependencias entre Modules,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0090,Dependencias permitidas,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0091,Dependencias prohibidas,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0092,Dependency Injection,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0093,Dependency Injection (DI),COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0094,DI-001,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0095,DI-002,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0096,DI-003,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0097,DI-004,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0098,Dirección de dependencias,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0099,Duplicación transversal,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0100,El Package,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0101,El Packaging,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0102,El paquete,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0103,El Template Engine,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0104,Esta estructura,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0105,Estrategias,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0108,Flujo de Generación,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0110,Implementación interna,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0111,Instalación,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0112,Instalación y desinstalación,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0113,Integridad,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0114,Invariantes Arquitectónicos,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0115,Inventory,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0116,Jerarquía,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0117,La Configuration,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0118,La Dependency Injection,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0119,Manifest,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0120,Modelo Arquitectónico,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0121,Modelo de Generación,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0122,Module,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0123,Module monolítico,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0125,Modules de dominio,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0126,Modules de integración,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0127,Modules técnicos,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,COBERTURA_LOCAL_1_CAPA,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0129,No responsabilidades,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0130,Observabilidad,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0131,Package,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0132,Packaging,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
MEF-V3-DIC-0133,paquete,COBERTURA_TRANSVERSAL_INCOMPLETA,OBSERVACION,TRANSVERSAL_PARCIAL_2_CAPAS,NO,Conservar como trazabilidad válida; la ausencia en otra capa no implica contradicción.
