tipo_no_conformidad,severidad,mef_v3_id,termino_canonico,forma_observada,capa,fuente_id,archivo,linea,contexto,accion_recomendada,requiere_modificacion_fuente
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,215,Component ID,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,260,Component@Version,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,809,component: mef/core,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,820,Podrá existir un Release Manifest distinto del Component Manifest.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,824,# 57. Component Manifest vs Release Manifest,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,827,Component Manifest,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,920,component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,933,component: mef/core,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,1631,component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,2064,Component:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,2437,# 211. Policy by Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,3075,component:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-018,ENG-018-DEPENDENCY_INJECTION.md,327,Component(,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-018,ENG-018-DEPENDENCY_INJECTION.md,1224,component → getenv(),"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-018,ENG-018-DEPENDENCY_INJECTION.md,2489,Component Dependency,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-018,ENG-018-DEPENDENCY_INJECTION.md,2952,Valid Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-020,ENG-020-REGISTRY_ENGINNEERING.md,2515,Spring component scanning,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-023,ENG-023-ERROR_HANDLING.md,1224,component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-023,ENG-023-ERROR_HANDLING.md,1527,component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-023,ENG-023-ERROR_HANDLING.md,1811,# 168. Required vs Optional Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-023,ENG-023-ERROR_HANDLING.md,2466,component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-023,ENG-023-ERROR_HANDLING.md,3104,Component Failure,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-023,ENG-023-ERROR_HANDLING.md,3247,fail component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-024,ENG-024-SECURITY_ENGINEERING.md,117,Actor / Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-024,ENG-024-SECURITY_ENGINEERING.md,168,Component Loaded,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-024,ENG-024-SECURITY_ENGINEERING.md,3037,Component:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-024,ENG-024-SECURITY_ENGINEERING.md,3551,Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,258,Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,929,Component Health,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,954,# 85. Component Health,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,959,Can this component fulfill its responsibility?,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,1113,# 104. Critical Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,1119,# 105. Optional Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,344,Component Benchmark,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,368,# 22. Component Benchmark,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,2484,Component:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,922,component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,950,optional component disable,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2017,# 206. Component Timeout,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2025,Si un Component no termina:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2072,Cada Component deberá liberar recursos que posee.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2439,Component:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-027,ENG-027-RUNTIME_ENGINEERING.md,2455,Component:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-034,ENG-034-APPLICATION_ENGINEERING.md,2267,# 256. Stateful Application Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-035,ENG-035-DOMAIN_ENGINEERING.md,901,Domain component:,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-039,ENG-039-RESILIENCE_ENGINEERING.md,206,Component A,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-039,ENG-039-RESILIENCE_ENGINEERING.md,209,Component B,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-039,ENG-039-RESILIENCE_ENGINEERING.md,212,Component C,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-042,ENG-042-TRANSACTION_ENGINEERING.md,2956,Un Component interno confirma trabajo perteneciente al Use Case externo.,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-053,ENG-053-STATE_MANAGEMENT_ENGINEERING.md,322,├── component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,204,What state is the component in?,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,207,What starts before this component?,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,208,What stops before this component?,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,1154,ISOLATE_COMPONENT,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,1227,failed component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,1462,# 135. Critical Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,1468,# 136. Optional Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,1884,component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,1924,mef.lifecycle.component.ready,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,2190,component ready before dependency,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,2207,critical component without readiness rule,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,2208,resource-owning component without disposal,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,2238,component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,2483,critical component failure,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,2743,Component Isolation,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,2939,Component Lifecycle,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,3007,dispose component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,3096,COMPONENT,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,3243,COMPONENT,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-056,ENG-056-CONTEXT_MANAGEMENT_ENGINEERING.md,1627,component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-056,ENG-056-CONTEXT_MANAGEMENT_ENGINEERING.md,2812,→ component operational existence,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,228,component type,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,342,metadata:component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,358,mef.component.visibility,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,524,COMPONENT,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-058,ENG-058-DISCOVERY_ENGINEERING.md,282,COMPONENT,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,2990,"application, module or component","Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-068,ENG-068-ENVIRONMENT_ENGINEERING.md,2815,Health Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,132,Health Component,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
ALIAS_NO_DECLARADO,MEDIA,MEF-V3-DIC-0069,Componentes,Component,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,180,COMPONENT,"Resolver en 11.3 como alias controlado, denominación histórica o variante no admitida.",NO_EN_11_2
